Text,Label
this is so funny!!!&quot;nai da maga&quot; lol...  nice one..keep doing more videos dude...,not tulu
ಹೀಗೂ ಉಂಟೆ 😂 ಕಟ್ಟಾ ಕಡೆಯ ಪ್ರಶ್ನೆ ಬಾಇಡ್ ಬತ್ತೀನಿ ಎಂಚ 😂,not tulu
Ajiishunti 😁🤭 Nina,offensive untargeted
Nik ya Marla,offensive untargeted
Ninna pukuli . ajjerna,offensive untargeted
"ಧೀರಜ್ ರೈ ನಿಮಗೆ ಶುಭವಾಗಲಿ,",not tulu
Don&#39;t olay victim card everywhere 😌👍,not tulu
"""super, excellent....heading change malpule ..... rama na jaagodu tame aathnd""",not offensive
tika mucchappa companies alli tulu janaru bully maadtare kannadigaranna,not tulu
Nav manglore navaru namage Tulu language first. Jai tulunadu.​@@tejprakashcv6392,not tulu
"""like, if u heard Arvind Bolar's  voice""",not tulu
Enchi saav ninna avu,offensive targeted
ಇದ್ಯಾವ್ದೋ ಮಾರ್ರ್ ಗಿಡದನ್ನ ಮಂಗ್ಯಾ,not offensive
2 prt padle broo,not offensive
malayalam old moviesong  remake,not offensive
focus kannu gu hakkundu,not offensive
Malayalam picturdha dabb ayyo deva,not offensive
and mre enchina kalwa na film tutend bejra apundu che sem sem,not offensive
"""Full nataka upload malpule sir, I am waiting for this drama""",not offensive
Jai Tulunad ❤ Government should give official status to Tulu in Karnataka and Kerala otherwise Tulunad separate state is must to protect Tulu culture language people’s,not tulu
"@@gauthamkshatriya2953 thats because there r too many nurses from kerala, putting board in Malayalam in Karnataka is not advisable but if put theres no issue in that in doesnt make any harm to anyone other than jobless people. Instead of focusing on real problems people fight over unnecessary regionalism 😂",not tulu
Jai tulunadu Kudla odipu kasrod Mangalore Udupi Kasaragod india 🇮🇳🚩🙏 solmelu,not offensive
Pongu anth kumbu😅,not offensive
Pan ninnammada @@MithuShibhukaravali,offensive targeted
Ninna potthel,not offensive
Dada karma marre,not offensive
ತುಲ್ ಪುಲ್ ಗಿಲ್ ಚುಲ್,not offensive
Dala comedy punch ijji,not offensive
Malla Loafer dhanu😊 e,offensive untargeted
Savuuuu Comedy la rajakeeyanaa mare,offensive untargeted
yer mare aue kule thunagane podige apundu,not offensive
Aaaa pongu vaaa😂<br>Enchenchina marlereg publicity korper marre😂,not offensive
"ಪಾಪ, ಈ ಹೆಣ್ಣಿಗ್ ಮರ್ಲ್ ಹಿಡ್ದಿದ್ ನೋಡುಕ್ ಮನ್ಸಿಂಗ್ ತುಂಬಾ ನೋವಾತ್ತು..😢<br>ಆದಷ್ಟ್ ಬೇಗ ಗುಣ ಆಯ್ಲಿ",not offensive
😂,not tulu
Super undo movie.,not offensive
Judge nakleg thulu barpujjand athe . Churu kalpale,not offensive
e tinipina style enkleg thuyara apuji marayara😮😮😮,not offensive
Ninna Amma k** pad bvrc Yenne,offensive targeted
"Muchkolo Soolemagne, Yavdo Tulu Script, Adhu Tiglari Lipi Anthe, Tulu Bariyoke Upayogustidranthe, Malayalam Copy, Paste Madkondhu Badko Soolemaklige Yavdo Thullunaadu, Alli Byri Avru Edare, Konkani Avru Edhare, Thullu Naadu Yavdo Adhu, Karnatakada Karavali Adhu... Mettu Tagondu Rubthare, Karnatakadalli Kannada Impose Maadtira Andhre, Byri Bashe Ge Haagilla, Konkani Ge Haagillada Imposition Thullu Bashe Ge Hegaagatte... Rajya Virodhi Soolemagne... Thullunaadu, Thullubashe Anthe...",not tulu
ಕಲೆಗಾಗಿ ಬೋಳಾರ್ ಹುಟ್ಟಿದ್ರೋ.. ಬೋಳಾರ್ ಗಾಗಿ ಕಲೆ ಹುಟ್ಟಿತೋ.. 😍🤩,not tulu
Isse isse 'Breaking the news' dha title pudhar edde uppuji dhayeg ancha,not offensive
rt @kudlanamma: ತುಳುನಾಡಿನ ಧ್ವಜವನ್ನು ಚಪ್ಪಲಿಗೆ ಹೋಲಿಸಿದ ಕಿಡಿಗೇಡಿ : ಫೇಸ್ ಬುಕ್ ನಲ್ಲಿ ಕಮೆಂಟ್ ಹಾಕಿ ತುಳುವರ ಭಾವನೆಗೆ ಧಕ್ಕೆ.. #tulu #tuluflag ,not tulu
Kasrodinavru Kannadakke support maadalla yaavano obba individual vyakti support madtodaane adh bittu whole kasrod Kannada na support maadi mathadtilla....Even Kerala govt kuda Kasrodanna Tulunad du Integral part antha opkondide...💀👍,not tulu
Nammak Udupi_Kudla_Kasrodh.. Tuluvappe mukhya... Jai Kateelappe Durgaparmeshwari... Jai Tulu Nadh,not offensive
Vittalana dhu bode? Bhyavarsi lEnglisha team,offensive targeted
Saavu idu pukuli Enta,offensive untargeted
Arjun kapikad sir Op♥♥,not tulu
Chakanale niklege tulu barpuja,not offensive
Punk dha comydy marre saav Enchi,offensive untargeted
"ಮತ್ತೊಬ್ಬರು ಕಷ್ಟ ಪಟ್ಟು ದುಡಿ ದಿದ್ದನ್ನು, ಅವರ ನೆನಪು ಮಾಡದೆ ಕುಳಿತು ತಿನ್ನುವುದು ಧರ್ಮ",not tulu
Enchi marre punk dha comydy saav,offensive untargeted
ನಾಯಿ ದಾದಂಬೆ ನಿನ್ನ ಪುದರ್,offensive untargeted
" Mande  becha , aapunakulu,Undene thooovode, Relax,,,,,,, aapundu .",not offensive
Sundar bangadi prajwal comedy super dheeraj rai  bagavatike super,not offensive
Undhu aathonji edde aatiji.. But parpinaklena comedy super aadithnd. 😊.  Keep it up,not offensive
@@27_shair Mangalore in Karnataka,not tulu
Yan thupuji 😊nana thupae😅😅,not offensive
er anna avu acter puder dhala ejja arreg ??? congress daiklu dayeg enamuni nayi aggidilakka malpver ???,not offensive
Hero looks like Shashi Kumar 😊,not tulu
Pls stop malpu Puna ninna  Thooyera apuji Mastu irritating Olpansala posu syla,offensive targeted
ಪುಕುಳಿ .... ನಿನ್ನಮ್ಮಕುನ್ನೆ bvc......,offensive targeted
Jiva bayid bathnd ndh pnle mare😂😂,not offensive
Keerti mam very proud acting  really i love ur acting ❤❤❤❤ love frm konaje mangaluru,not offensive
Bodyguard entry BGM ❤,not tulu
But in KUNDAPURA only Kannada ❤️❤️❤️ proud to be kundapurian...nam bhashi Chanda,not tulu
Nimman... Thullu,offensive untargeted
Super.. 🤣🔥Bolar Walter acting 🔥,not tulu
Ava ondu phone callige pudcha 😂,not offensive
"​@@savinau6731why u people hate Kannadigas. Do Kannadigas came to ur house force to speak in Kannada. He are humble people. So many tulvas living in Mysore and Bengaluru doing their business do we hate them??. Last year kambala happened in Bengaluru hosted by tulu community in Bengaluru and Karnataka government. Did Kannadigas stoped those?. Kannadigas are less than 7% of Dakshina kannada district and tulus are still majority in Udupi city. Did we migrate and creating mess in ur city? You need to blame your politicians, by hating kannada people nothing gonna happen",not tulu
Idhu avashyaka,not tulu
"ತುಳು ಕರ್ನಾಟಕದ 2ನೇ ಭಾಷೆನ..... 😂 ಏನ್ರೀ ಸ್ವಾಮಿ, ಬೇರೆ ಬೇರೆ ಭಾಷೆಗಳು ನಿಮಗಿಂತ ಜಾಸ್ತಿ ಮಾತಾಡೋ ಬೇರೆ ಬೇರೆ ಭಾಷೆಯ ಜನರವು ಇದ್ದಾರೆ ಅವರು ಏನು ಹೇಳಬೇಕು<br>ಕರ್ನಾಟಕದಲ್ಲಿ ಕನ್ನಡ ಮೊದಲು ನಂತರ ವಿಶ್ವದ ಅತೀ ಹೆಚ್ಚು ಜನರಿಗೆ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಇಂಗ್ಲಿಷ್ ನಂತರ ಬಿಟ್ಟರೆ ಬೇರೆಲ್ಲ ಭಾಷೆ ಅವರವರ ಮನೆ ಬಾಗಿಲವರೆಗೆ ಮಾತ್ರ",not tulu
"Less humour only message and philosophy , try to improve with comedy .",not tulu
Very nice song..superb,not tulu
Sav mare kann bene apund mare >> blinking n unthale mare Yenchi,offensive untargeted
Maddy Maddy ninna Amma na tullu film bevarcy,offensive targeted
Good content with message..👏😍..Arpith Anna's steady driving @3:32 brought a unexpected twist to the story.😂👌,not tulu
Bete olparde bathene😂,not offensive
Bashe alla bevarsi appe baase Adu,offensive untargeted
ಕಾಪಿಕಾಡಣ್ಣನ ನವೀನ್ ಡಿ.ಪಡೀಲಣ್ಣನ ಕಾಂಬಿನೇಷನ್,not offensive
hey band malpuya 😅😅😅,not offensive
manish jay er onji malthdh tojale anna apanda comedy yencha pandh papà akleg gothuji 😂🥱,not offensive
खोइ के नमिले को के नमिलेको जेस्तो छ गीत  खासै राम्रो लागेन,not tulu
"tulunaḍda janakule kannada tvd tūyina rīti yenkulu dayeg parbo malpōḍu?  yān ī rītiḍ yugadi porbogla tūye, ad yetō illaḍ suryamana paddateeḍ nadpuna kramon raje ittina karaṇōg itte chandramāna yugādig maltoduller!   #varamahalakshmi #varamahalakshmifestival ",not offensive
Swami ajja kapule,not offensive
ಆಲೆಗ್ ಇರೆನ ಕಮೆಂಟ್ ತೋಪಯೆ.. ಅಲೆನ‌ expression ತೂವೊಡಿತ್ತ್ಂಡ್..‌ಎಂಕ್ capture ಮನ್ಪೆರೆ ಆತಿಜಿ,not offensive
Yenna favourite film undu nice film 😊,not offensive
Full Movie padle part bodcchi please,not offensive
ಜಗತ್ ಪ್ರಸಿದ್ದ ಪುಕುಲಿ\u200c,not tulu
Masth edde athundu... Bagavathige super... Tulu attoledu tuluta bagavathige kendre kushi apundu...,not offensive
aan baalene daaye? ponnu ijjande  Deepak Rai encha batha bhoomigh? programd samajogonji MSG ippad.,not offensive
Undu daada saavu maraya .....Dubai du podu Kannada movie chance..Ayyo karma... Ayya,offensive untargeted
Savu Edde ijji marre,offensive untargeted
South canara dalli helu obba appange huttidre Ee dialogue band😂nayi sulemagne😂,offensive targeted
Ichane anda nana tulu film gu popunave waste........,not offensive
Masth boring shobha........,not offensive
"Nivals nayi, Tulu nank kannada p**k ",offensive untargeted
Gulabiyalli sa vanthi barthada,not tulu
"Pank comedy ನಾಯಿ peddara popuna"" da",offensive untargeted
Englishchi pankda comedy saavu,offensive targeted
Sir shale d kalpunaga kannada itnd. Sari aik mast maryadi korpa .. matra yillad TULU. Nere Kerr t TULU. Budle daiva da nudi ye TULU.. No hatred. Materla otige uppuga. Matra yenklena YAPALA TULUNADU.❤❤❤❤❤❤❤,not offensive
Aaha sarai mitho geet,not tulu
good Entertainment..Arunereg kammi act..,not offensive
not worth for bale telipale,not tulu
hello sir i need this song lyrics and mins track sir. pls if possible send me by mail sir. for tulu song compilation . my email id sampradeep1979@gmail.com.pls help me .,not tulu
Super vlog 👌 ❤️ ❤️ 🥰 👌,not tulu
Yenchina Savye.... Kannada herike malth Tulu Nadh Tulu ke kerre tuper.... Undula nyayana ?,not offensive
ತುಳ್ ಕೊಡ್. ತುಲ್ ಪುಲ್ ಹುಲ್ ಚಳು,not offensive
"Nikk unda maana maryadi, enchi saav da comedy, nik ellal kenunakl yerla ejjera,",not offensive
Thabbali naidamagane nee,offensive targeted
yenkel yenklanathige eppuna esta ejja anna erag😀,not offensive
Keralada 🐕 Bhate Yeru bvc,offensive targeted
ಕನ್ನಡ ಅಬೀಯಾನ ಮಾಡುತ್ತಿರುವ ತಮ್ಮಗೆ ಅಭಿನಂದನೆಗಳು ಶುಭವಾಗಲಿ ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ ಜೈ ಕರ್ನಾಟಕ,not tulu
Mande dariyundand mare,not offensive
walter acting is very very good,not tulu
What a butifull pukuli,not tulu
Chorepat savda er 😂😂😂 alpa nallasopara d Erna popa dwaraka d uller athe,not offensive
Maccha yankuleg la vanthe support manpule atha 😄🤗,not offensive
Maaterla comments paadle maare,not offensive
Bvc Song marre,offensive targeted
Onji bojja malth budle marre bega.......Ijjinda e kule inchane bali barpundu Molna,offensive targeted
indame full movie padere sanniya nik bega padme,offensive untargeted
Tamilians inda neevu inspire agirodu navalla... Karnatakakke bandorella kannadadalle matadbeku anta.... Nim bashe ulibeku andre nimmavarannu crct agi matadoke heli  bereyavarannu alla....,not tulu
Thullu Nimman...,offensive untargeted
Errna zip thueeni awwoli ayye,not offensive
Saav da blinking Yenchi,offensive untargeted
Lyrics and voice excellent ❤❤❤,not tulu
Ajjigu bere padarrtha maadi,not tulu
😂😂 ತುಳ್ಳು ಪುಳ್ಳಿ,offensive untargeted
Ayen battan gattag gidapuleya. Mokule namma uuruda pudarlen kannada maya malthdini,not offensive
Yenabe beverei dinesha Shetty,offensive targeted
"ಪಂಡಲ ನಾಚಿಕೆ ಇಜ್ಜಿ ಮಾರೆ ಮೋಲೆಗ್ , ಬಿಕ್ಷಿಕೆರೆಡ್ಡ ಕಡೆ ಉಲ್ಲ , Eth",offensive untargeted
Ow movie la realitig kaital ijji !! Bakwas.....,offensive untargeted
Naanu heege madbitide😅😅😅😅,not tulu
Babanna babanna. Laka yedde ejje ..Flop show und,not offensive
vishwakarma jathin hasya malthd janklen thelpown daye.undula boda.🙄,not offensive
paapa video malpunagela chur koru😅😂,not offensive
ದಾದ ಮಾರ್ರೆ ಉಂದು?! ಮೂವಿಯಾ? ನಾಟಕನಾ?! 😅,not offensive
Ammer polisa film padle... 😍,not offensive
"ಏತ್ ಮಾರ್ರೆ.... ನಾಯಿ.,.",offensive untargeted
Marla mareee Dane Nikk,offensive untargeted
Sonu nigam da panka.. Shreya ghoshal background g,offensive untargeted
Enchi saavdha comidy marre. Jokleg esta avodu aathye. <br>Aravind bolar uller pandh thoopuni aathe,offensive untargeted
ಮಸ್ತ್ ಕಾಮಿಡಿ ಇಜ್ಜಿ,not offensive
Oho Maddy ninna ammana Bevarcy yestu mindadanrige huttida soolemaga,offensive targeted
Next episode padle,not offensive
Congratulations sir all the best 🎉,not tulu
@@harshithkudla1394 bvc ನಿನ್ ತೈವ,offensive untargeted
ನಿಕ್ಕು ಮಧಿಮೆ ಅತ್ಹುಂಡ ನಾಯಿಗೂ,offensive untargeted
👌👌👌Keerthi acting and dancing also👌👌,not tulu
Comedy kapikad Savda,offensive targeted
rakshitha its me nazma yank eid wish maltija😢,not offensive
ಬೀಜಾಪುರದಿಂದ ಬೀಜ ಕತ್ತರಿಸಿಕೊಂಡು ತುಲ್ ನಾಡಿಗೆ ಕಸ ಎತ್ತಲಿಕ್ಕೆ ಹೋದದ್ದ?!!,not tulu
Bobbe kammi padle,offensive targeted
Ninna Amma na tullu film Maddy Maddy bevarcy,offensive targeted
Sox ammena ninna odeg,offensive untargeted
Yenchi padhya he pukuli padhya mare,offensive targeted
Kannada ginnada manglor inda ache illi ella bashe onde,not tulu
yabbaaaa rakkilekka thinpunu🤮,not offensive
"background music edde ijji sound enchina""",not offensive
Masthe super  aath undu song,not offensive
Ninna pan amerda,offensive untargeted
Naida mage bvrc Vijaya daye deetera ...,offensive targeted
Pukuli Heavy .... ಭಯಂಕರ .\u200c\u200c....,offensive untargeted
@naveenkumar-ip4eg  pravin voice eddeji areg eddeji lady act,not offensive
this movie name,not tulu
yenchi sau bro..,offensive targeted
"@@tulunada_udal Go ahead with it no isses, rest of karnataka has no problem first ask your own people few people cant make any difference. btw i am not scaring just throwing some facts thats it. and Also ask kerala too lets see if they fulfill your demands.",not tulu
next show d santhu n thojapyijinda bor mandeg aaani hakara und🤬😡😡😡🥳🥳,not offensive
ಯಾನ್ ತೂಪೆ ಬ್ರದರ್ ಸೀರಿಯಲ್ ಎಂಕ್ ತನ್ವಿ ಮಾಸ್ತ ಇಷ್ಟ್ಟ ಎಂಕ್ ಆರೆನ್ ಜಸ್ಟ್ ಮೀಟ್ ಆವೊಡು <br>ಆರ್ನ ನಂಬರ್ ಕೊರ್ಲೆ ಅಣ್ಣ ಪ್ಲೀಸ್ 🫶😍,not offensive
POTHELL SONG BODUU BVC Kunnne song bokkka poooti.. SONG BANOVO BHAI FANS REQUEST....:),offensive targeted
Blue shirt playboy avadu 😅,not offensive
Pls full movie upload malpuna date panle,not offensive
ಒಂಜೊಂಜಿ ಒಂಜೊಂಜಿ ಪ್ರತಿಭೆಲು ಉಲ್ಲಾ ಅವಕಾಶ ಕೊರ್ರೆ ಪೋಡಿಗೆ ಆಪುಂಡು 🤩😃😃,not offensive
Bus owner nakulu niklena protest ippunaga onji varag dumbu panle duty raje padudh barpa<br>Jai Tulunadu 🇮🇳,not offensive
Now kori Anka banned.,not tulu
Kattu padella... Same like tamil....,not tulu
Would love to see Santhu next time😍😂,not tulu
ಕುಲ್ಲು ನಾಯಿ.. ಮನಿಪಂದೆ,offensive untargeted
ಹೇಯ್ p**ti ಪಂಡ ದಾದ...? 😂😂,offensive untargeted
Anchor pateruna masth jasthi apundu marre,not offensive
Next ganesh karanth interview malpe,not offensive
Good msg…unare thinare ee nadu bodu kelavu nayileg kuda ee naduge nerpuni…,offensive untargeted
ನಾನು ಕೂಡ ಹಾಗೇನೇ,not tulu
Nau nodtha edewe egllu,not tulu
Coorgis kuda berae rajay beautiful heltharae.If tulunadu seperate rajya kotarae coorgigae kuda rajya kodbeku,not tulu
bale thoripule congi vijay g 😃,not offensive
"""Writer, music composer and singers ❤❤❤""",not tulu
Super acting bolar and walter,not tulu
Tuluta nadut kannada borchitund  materla tulut paternda yedde ettund.,not offensive
Arpith come back please 😶,not tulu
Nanala ettharag belevad,not offensive
puccheg mande beccha aavu😅,not offensive
Tulu album songs are doing great recently very pleasant &amp; unexpected revolution ❤.,not tulu
Parababakulu tulu panda bhashe da mitt atta paritiri da mitt state avodund,not offensive
"@@w.s.videoss.k6784 le chut iro bolemagane,   nav huttidu Karnataka.  Kannada first, nin ammun,  dengitivi👊👊👊😁,  jai Karnataka, jai kannada.  Ninnppa fight madilla for kannada, we kannada people fought our state in 1947. Ninnamm Tulu madam needre madtha iddla. Hogo loafer.",not tulu
Tulu Aadu bhashe alla maathru bhashe bhatre...correct it...<br>Kannada dalli name plates haklikke problem illa...yakandre tulu lipi baralla tumba mandige correct...but aadu bhashe tulu antha hege heltiri...<br>Tulunadalli huttiro almost all.. first maneli kelirodu tulu ...aamele matadiddu tulu...kannada first aadre kannadanadu antha agbeku...tulunaadu yake...karitaare<br>Kannada da mele preeti irli...namagu..ide..irutte...aadre tulu naadalli kannada modalu tulu aamele emba herike beda bhatre..<br>Tulu yawaglu modalu irutte...<br>Kannada heri mundhe ondu dina tulu na maya madi birtira,not tulu
We need seprate Tulu and Kodagu Raajya.,not tulu
മലയാളികൾ ഉണ്ടോ ഇത് കേൾക്കാൻ വന്നവർ,not tulu
ಕರ್ನಾಟಕದಲ್ಲಿ ಕನ್ನಡವೇ ಸಾರ್ವಭೌಮ ಬೇರೆ ಭಾಷೆಗೆ  ಮನ್ನಣೆ ಬೇಡ,not tulu
ನವೀನ್ ಡಿ ಪಡೀಲ್ ಈರ್ನ  ಮೇಸ್ತ್ರಿ ಪರಬನ ವೇಷ ಬಾರೀ ಎಡ್ಡೆ ಆತ್ಂಡ್ ಐಕ್ ಒಂಜಿ ಬೋಡುತ್ತಿನ ತೆಲಿಕೆದ ಬೊಳ್ಳಿ  ಬಿತ್ತ್ ಲ್ದ ಉಲಯಿ ಉಲ್ಲ ಮಲ್ಲ ಸೊತ್ತುಲು,not tulu
Maha Prabhu nivenu eli 😅,not tulu
Tulu nank kannada p**k nayi nivals,offensive untargeted
Dane marla mareee Nikk,offensive untargeted
nik marla nayi....... ajmal,offensive untargeted
Comedy olundu ye undett??,not offensive
Pukuli touching song 😍😂,not tulu
"""yenchina mukkuvar marrr🤣🤣",not offensive
All the best moni anna 😍😍 congratulations 🥳🥳,not tulu
prashamsha rdh LA super athndh undu,not offensive
Rosy mam dislike maltinaklegu poora injection korle    pettu kammidaklu,offensive untargeted
daada anna boka encha uppodu comedy. ..,not offensive
Padere full movie sanni mekleg,offensive untargeted
Please yekka saka movie upload mnple,not offensive
Aath becha aapunaye wa punkda comedian maare,not offensive
Dada dabba song play malpuni marre... But comedy super,not offensive
e Loafer dhanu😊 malla,offensive untargeted
Mangalore toonda udupi Siddaramaiah malpun undu mata apuji ayag,offensive targeted
Inchene pura boka film enek tupini karma..e picture edde iji seen padi,offensive targeted
Net comedy burdh Bethe Pura undu,not offensive
"""Navine nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana..",offensive untargeted
Super comedy adre background music jaasti dailogue kelsode illa,not tulu
Thogondu hogri,not tulu
"Super Walter sir... Namma Tulunaad ki Jai..Keep going, Bolar is always natural..Great show",not tulu
ಜೈ ಕರ್ನಾಟಕ... ಜೈ ಕನ್ನಡ...,not tulu
Wlc bro coorg g trip bale bro,not offensive
"Nama thulu picture nu kaas kordu tujinda, aklu posa picture yencha malpver. App download malth thule ijjanda comedy scenes thudu khushi aale :)",not offensive
Wahh.... Nama tuluverna wa comedy marre...,not offensive
"Adipoli baaari sok aathnd""",not offensive
Daye encha  pura malpuvara..,not offensive
If you ask any Senior people&#39;s or uncle in Tulu speaking region no one tell they want tulu state. These r are youngsters who got mobiles in their hand they got influenced by tamils n malyalais because of them These people are getting brain washed thats it.,not tulu
"""ಸೂಪರ್,,,,, ರವಿ ಆಂಡ್ ಪುಷ್ಪರಾಜ್""",not offensive
ಟಾಕೀಸ್ ಆ್ಯಪ್ ಬಂಡಲ್ ಆ್ಯಪ್..ಟಿವಿ ಸ್ಟ್ರೀಮಿಂಗ್ ಆಗೋದಿಲ್ಲ ..ಎಲ್ಲಾ ಬಂಡಲ್,not tulu
Pitcher bevarciii Tulu,offensive untargeted
Yedde comedy supper athende,not offensive
"""Enchi savuda jogging"" My favourite one is",offensive targeted
Erna pukuli... morning etunda,offensive untargeted
Erna arna baid batipodu 😅,not offensive
Manikya dottugu bangar serleka. <br>👌👌👌👌👌,not offensive
Lo tulu nadu irodu Karnataka dali adana maribedi Karnataka nethravathi madilu 😊,not tulu
Ha boddin vaith pidai dakleya alna enchi pankda comedy alna accting de nikul flop apar,not offensive
Jai TULUNAD 🌕🌙❤<br>Koraga thaniya na ashirwada ❤,not offensive
"""Masth porlu undu❤️",not offensive
Super agide aravind bolar comedy 😍😍😍😍😍😍😍😍😍😍😍😍,not offensive
imbe va poosu marre😂,not offensive
Paterote comedy ...suprrrr deepak rai...,not offensive
Waaah  vo porluye,not offensive
Kambulada...privet..challenge..malpule,not offensive
"""V like bangadi and prajwals comedy.karimani joke, and some other jokes r good.""",not tulu
,not tulu
I thought initially punk deppu😂,not offensive
Nett comdey olu unndu ...?,not offensive
@@MithuShibhukaravali pan ninnammada,offensive targeted
Bokka irna banner padle Bhatre irna illad pinkan g pathale sticker,offensive targeted
Pukuli thigale ath,offensive untargeted
GK Bhatt our best wishes to you and also love and respect to all tuluva people who live in harmony and peace with everyone !!,not tulu
Otrase Video pad,not offensive
Saave over acting Da anchor,offensive targeted
Bari shokuda raaga anchane acting 👌👌,not offensive
Yahudu nin capital city,not tulu
Thunda film pand aapunda ???? Unden,offensive untargeted
mero xere ko pani nam ho,not tulu
roopesh n acting over apundu. dubbe anchoring,not offensive
"""I hate starting introduction, is it necessory other than comedy""",not tulu
Please download encha malpuna video upload malpule anna,not offensive
"<a href=""https://www.youtube.com/watch?v=h6CPTigthzk&amp;t=216"">3:36</a>-<a href=""https://www.youtube.com/watch?v=h6CPTigthzk&amp;t=294"">4:54</a>🔥🔥🔥 jai karnataka 😍",not tulu
Hmmm....nanala sumaar picture Baki undu barere...,not offensive
Nina comedy saueda,offensive untargeted
niklanchi naklyg mutuud padod naily,not offensive
Mastu kushi undu.,not offensive
Kiri kiri jodilu ath. Kiri kiri sootelu.,not offensive
yenkalna daada undu panpaare...yenkul paapa idi dina benodu..nikul kaali chore chore chore malpuvar,not offensive
Nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana.. navine,offensive untargeted
ಲೈವಾದ್ ಮಗೆನ ಲವ್ ಸೀನ್ ತೂಯೆರೆ ಸೌಭಾಗ್ಯ ತಿಕ್ಕಿನಾರ್...,not offensive
ನಿನ್ನ ಯೋಗ್ಯತೆ ತೋರ್ಸ್ಬೇಡ. ನನಗು ತುಳು ಬರುತ್ತೆ  ಗೌರವ ಕೊಡ್ತೇನೆ. ನೀನು ಅದನ್ನ ಕಲ್ತೆಗೊಂಡ್ರೆ ಒಳ್ಳೇದು ಇಲ್ಲಾಂದ್ರೆ ಕಷ್ಟ್ ನಮಗೇನು ಅಲ್ವಾ ನಿಮಗೆ. ದಕ್ಷಿಣ ಕನ್ನಡದಲ್ಲಿ   40% ಬ್ಯಾರಿಸ್ ಭಾಷೆ ಇದೇ ಅನ್ನೋದು ಮರೀಬೇಡ 😂😂😂💛❤️,not tulu
Aa Saara Yesaluda Tamare Namma Bashe,not offensive
Ereg poora padeel ishta enk onji like korle,not offensive
ಸಾಕ್ಷಾತ್ ಕೊರಗಜ್ಜನ ದರ್ಶನ  ಅದಾಗೇ ಆಯೇತು ತುಂಬಾ ಚನ್ನಾಗಿದೆ ವಿಡಿಯೋ ಸರ್,not tulu
Tulunadu onji state malpuna eddde andu tojundu ayina attu bega avadu,not offensive
Ranjith Anna super ye,not offensive
Ya nik Marla,offensive untargeted
ha ha aziz komide,not tulu
"Mande sarta malpyare aapuji, imbe wa photographer?",not offensive
Ashleela.Inchina vediked inchina ashleela samvaadada comedyg avakaasha malth korperattha mokleg mone unda.,not offensive
ಒಂಜೇ  ಹಾಸ್ಯಪ್ರಧಾನ  ಮಾತ್ರ  ಸಿನಿಮೋಗ್   ಒತ್ತು ದಿವೊಂದೇ!  ನವರಸ   ಬರಿತ    ಸಮಾಜೋಗ್  ಎಡ್ಡೆ     ಸಂದೇಶ    ಆದರ್ಶ  ತಿಕ್ಕುನ   ಸಿನಿಮಾ  ಬರಡ್,not offensive
Golibaje😂,not offensive
Rajashree teamdhaklen padle...super aapundu comedy....vaishnavidhala super,not offensive
"ಮಂಗಳೂರು ಇರೋದು ತುಳುನಾಡಿನಲ್ಲಿ. ಅಲ್ಲಿ ತುಳುವೇ ನಾಡ  ಭಾಷೆ. ಇನ್ನಾವುದೇ ಭಾಷೆಯ ಹೇರಿಕೆ ಸಲ್ಲ. <br>ಬೆಂಗಳೂರಿನಲ್ಲಿ ಹೇಗೆ ಹಿಂದಿ ಹೇರಿಕೆ ಮಾಡುವುದು ತಪ್ಪೋ, ಮಂಗಳೂರಿನಲ್ಲಿ ಕನ್ನಡ ಹೇರಿಕೆ ಮಾಡುವುದೂ ಅಷ್ಟೇ ತಪ್ಪು. <br>ಕರ್ನಾಟಕದಲ್ಲಿ ತುಳುನಾಡು ಇದೆ, ಕೊಡಗು ಇದೆ, ಕೊಂಕಣ ಇದೆ. ಆ ಪ್ರದೇಶಗಳಲ್ಲಿ ತುಳು, ಕೊಡವ ಹಾಗೂ ಕೊಂಕಣಿಗಳನ್ನೇ ಆಧ್ಯವಾಗಿ ಗೌರವಿಸಿ. <br>ಹೇರಿಕೆ ಸಲ್ಲದು.",not tulu
Double meaning kammi malpule nanla edde thojundu,not offensive
Byavarsi kunnediga @@Ramachandra-k4x danimbe,offensive untargeted
"Manipande Kannada bokka English pandle yavu pokkade kiri kiri malporchi mare, e posa vishayagu. Bus navaru Kannada hakade bari English board matra hakidare adu tappu. One state one law.",not offensive
Super Boss you 😂😂😂😂😂😂😅😅😅😅😅 Super Super Super 😂😂😂😂😂😂😂😂 Super Boss 😂😂,not tulu
Part 2 manpuly Ana please. Love tulunada,not offensive
Ayyo Deva 😢😢😢😂😂 undu ragale iji ereg avu kiri kiri,not offensive
